county,city,office,district,candidate,party,votes
Penobscot,MILLINOCKET PEN TWPS ,President,,Ron Paul,R (wri),0
Penobscot,MILLINOCKET PIS TWPS ,President,,Ron Paul,R (wri),0
Penobscot,MOUNT CHASE,President,,Ron Paul,R (wri),0
Penobscot,NEWBURGH,President,,Ron Paul,R (wri),1
Penobscot,NEWPORT,President,,Ron Paul,R (wri),2
Penobscot,OLD TOWN,President,,Ron Paul,R (wri),11
Penobscot,ORONO,President,,Ron Paul,R (wri),25
Penobscot,ORRINGTON,President,,Ron Paul,R (wri),3
Penobscot,PASSADUMKEAG,President,,Ron Paul,R (wri),1
Penobscot,PATTEN,President,,Ron Paul,R (wri),2
Penobscot,PENOB NAT VOTING DIS,President,,Ron Paul,R (wri),2
Penobscot,PLYMOUTH,President,,Ron Paul,R (wri),1
Penobscot,PRENTISS TWP,President,,Ron Paul,R (wri),0
Penobscot,SEBOEIS PLT,President,,Ron Paul,R (wri),0
Penobscot,SPRINGFIELD,President,,Ron Paul,R (wri),1
Penobscot,STACYVILLE,President,,Ron Paul,R (wri),1
Penobscot,STETSON,President,,Ron Paul,R (wri),2
Penobscot,VEAZIE,President,,Ron Paul,R (wri),4
Penobscot,WEBSTER PLT,President,,Ron Paul,R (wri),0
Penobscot,WINN,President,,Ron Paul,R (wri),0
Penobscot,WOODVILLE,President,,Ron Paul,R (wri),0
Piscataquis,ABBOT,President,,Ron Paul,R (wri),5
Piscataquis,ATKINSON,President,,Ron Paul,R (wri),2
Piscataquis,BEAVER COVE,President,,Ron Paul,R (wri),0
Piscataquis,BEAVER COVE TWPS ,President,,Ron Paul,R (wri),0
Piscataquis,BOWERBANK,President,,Ron Paul,R (wri),0
Piscataquis,BROWNVILLE,President,,Ron Paul,R (wri),1
Piscataquis,DOVER-FOXCROFT,President,,Ron Paul,R (wri),2
Piscataquis,ELLIOTTSVILLE TWP ,President,,Ron Paul,R (wri),0
Piscataquis,GREENVILLE,President,,Ron Paul,R (wri),2
Piscataquis,GREENVILLE PIS TWPS ,President,,Ron Paul,R (wri),0
Piscataquis,GUILFORD,President,,Ron Paul,R (wri),3
Piscataquis,LAKE VIEW PLT,President,,Ron Paul,R (wri),0
Piscataquis,MEDFORD,President,,Ron Paul,R (wri),0
Piscataquis,MILO,President,,Ron Paul,R (wri),6
Piscataquis,MONSON,President,,Ron Paul,R (wri),0
Piscataquis,ORNEVILLE TWP ,President,,Ron Paul,R (wri),0
Piscataquis,PARKMAN,President,,Ron Paul,R (wri),1
Piscataquis,SANGERVILLE,President,,Ron Paul,R (wri),2
Piscataquis,SEBEC,President,,Ron Paul,R (wri),4
Piscataquis,SHIRLEY,President,,Ron Paul,R (wri),0
Piscataquis,WELLINGTON,President,,Ron Paul,R (wri),0
Piscataquis,WILLIMANTIC,President,,Ron Paul,R (wri),1
Sagadahoc,ARROWSIC,President,,Ron Paul,R (wri),1
Sagadahoc,BATH,President,,Ron Paul,R (wri),21
Sagadahoc,BOWDOIN,President,,Ron Paul,R (wri),9
Sagadahoc,BOWDOINHAM,President,,Ron Paul,R (wri),6
Sagadahoc,GEORGETOWN,President,,Ron Paul,R (wri),1
Sagadahoc,PHIPPSBURG,President,,Ron Paul,R (wri),5
Sagadahoc,RICHMOND,President,,Ron Paul,R (wri),0
Sagadahoc,TOPSHAM,President,,Ron Paul,R (wri),6
Sagadahoc,WEST BATH,President,,Ron Paul,R (wri),4
Sagadahoc,WOOLWICH,President,,Ron Paul,R (wri),6
Somerset,ANSON,President,,Ron Paul,R (wri),3
Somerset,ATHENS,President,,Ron Paul,R (wri),0
Somerset,BINGHAM,President,,Ron Paul,R (wri),4
Somerset,BRIGHTON PLT,President,,Ron Paul,R (wri),0
Somerset,CAMBRIDGE,President,,Ron Paul,R (wri),2
Somerset,CANAAN,President,,Ron Paul,R (wri),4
Somerset,CARATUNK,President,,Ron Paul,R (wri),0
Somerset,CONCORD TWP ,President,,Ron Paul,R (wri),3
Somerset,CORNVILLE,President,,Ron Paul,R (wri),0
Somerset,DENNISTOWN PLT,President,,Ron Paul,R (wri),0
Somerset,DETROIT,President,,Ron Paul,R (wri),1
Somerset,EMBDEN,President,,Ron Paul,R (wri),0
Somerset,FAIRFIELD,President,,Ron Paul,R (wri),13
Somerset,HARMONY,President,,Ron Paul,R (wri),1
Somerset,HARTLAND,President,,Ron Paul,R (wri),4
Somerset,HIGHLAND PLT,President,,Ron Paul,R (wri),1
Somerset,HIGHLAND SOM TWPS ,President,,Ron Paul,R (wri),0
Somerset,JACKMAN,President,,Ron Paul,R (wri),0
Somerset,MADISON,President,,Ron Paul,R (wri),4
Somerset,MERCER,President,,Ron Paul,R (wri),2
Somerset,MOOSE RIVER,President,,Ron Paul,R (wri),1
Somerset,MOSCOW,President,,Ron Paul,R (wri),0
Somerset,NEW PORTLAND,President,,Ron Paul,R (wri),0
Somerset,NORRIDGEWOCK,President,,Ron Paul,R (wri),4
Somerset,PALMYRA,President,,Ron Paul,R (wri),2
Somerset,PITTSFIELD,President,,Ron Paul,R (wri),3
Somerset,PLEASANT RIDGE PLT,President,,Ron Paul,R (wri),0
Somerset,RIPLEY,President,,Ron Paul,R (wri),0
Somerset,ROCKWOOD TWP,President,,Ron Paul,R (wri),1
Somerset,SKOWHEGAN,President,,Ron Paul,R (wri),9
Somerset,SMITHFIELD,President,,Ron Paul,R (wri),4
Somerset,SOLON,President,,Ron Paul,R (wri),4
Somerset,SPRING LAKE ,President,,Ron Paul,R (wri),0
Somerset,ST ALBANS,President,,Ron Paul,R (wri),0
Somerset,STARKS,President,,Ron Paul,R (wri),1
Somerset,THE FORKS PLT,President,,Ron Paul,R (wri),0
Somerset,WEST FORKS PLT,President,,Ron Paul,R (wri),0
UOCAVA,,President,,Ron Paul,R (wri),14
Waldo,BELFAST,President,,Ron Paul,R (wri),11
Waldo,BELMONT,President,,Ron Paul,R (wri),2
Waldo,BROOKS,President,,Ron Paul,R (wri),3
Waldo,BURNHAM,President,,Ron Paul,R (wri),2
Waldo,FRANKFORT,President,,Ron Paul,R (wri),3
Waldo,FREEDOM,President,,Ron Paul,R (wri),3
Waldo,ISLESBORO,President,,Ron Paul,R (wri),2
Waldo,JACKSON,President,,Ron Paul,R (wri),3
Waldo,KNOX,President,,Ron Paul,R (wri),0
Waldo,LIBERTY,President,,Ron Paul,R (wri),0
Waldo,LINCOLNVILLE,President,,Ron Paul,R (wri),7
Waldo,MONROE,President,,Ron Paul,R (wri),3
Waldo,MONTVILLE,President,,Ron Paul,R (wri),8
Waldo,MORRILL,President,,Ron Paul,R (wri),1
Waldo,NORTHPORT,President,,Ron Paul,R (wri),3
Waldo,PALERMO,President,,Ron Paul,R (wri),6
Waldo,PROSPECT,President,,Ron Paul,R (wri),1
Waldo,SEARSMONT,President,,Ron Paul,R (wri),2
Waldo,SEARSPORT,President,,Ron Paul,R (wri),1
Waldo,STOCKTON SPRINGS,President,,Ron Paul,R (wri),2
Waldo,SWANVILLE,President,,Ron Paul,R (wri),3
Waldo,THORNDIKE,President,,Ron Paul,R (wri),0
Waldo,TROY,President,,Ron Paul,R (wri),1
Waldo,UNITY,President,,Ron Paul,R (wri),1
Waldo,WALDO,President,,Ron Paul,R (wri),0
Waldo,WINTERPORT,President,,Ron Paul,R (wri),3
Washington,ADDISON,President,,Ron Paul,R (wri),3
Washington,ALEXANDER,President,,Ron Paul,R (wri),1
Washington,BAILEYVILLE,President,,Ron Paul,R (wri),1
Washington,BARING PLT,President,,Ron Paul,R (wri),0
Washington,BEALS,President,,Ron Paul,R (wri),0
Washington,BEDDINGTON,President,,Ron Paul,R (wri),0
Washington,BEDDINGTON TWPS ,President,,Ron Paul,R (wri),0
Washington,BROOKTON TWP,President,,Ron Paul,R (wri),0
Washington,CALAIS,President,,Ron Paul,R (wri),3
Washington,CENTERVILLE TWP ,President,,Ron Paul,R (wri),0
Washington,CHARLOTTE,President,,Ron Paul,R (wri),0
Washington,CHERRYFIELD,President,,Ron Paul,R (wri),0
Washington,COLUMBIA,President,,Ron Paul,R (wri),0
Washington,COLUMBIA FALLS,President,,Ron Paul,R (wri),2
Washington,COOPER,President,,Ron Paul,R (wri),0
Washington,COOPER TWP ,President,,Ron Paul,R (wri),0
Washington,CRAWFORD,President,,Ron Paul,R (wri),0
Washington,CUTLER,President,,Ron Paul,R (wri),0
Washington,DANFORTH,President,,Ron Paul,R (wri),0
Washington,DEBLOIS,President,,Ron Paul,R (wri),0
Washington,DENNYSVILLE,President,,Ron Paul,R (wri),0
Washington,EAST MACHIAS,President,,Ron Paul,R (wri),4
Washington,EASTPORT,President,,Ron Paul,R (wri),1
Washington,EDMUNDS TWP,President,,Ron Paul,R (wri),0
Washington,GRAND LAKE STREAM PLT,President,,Ron Paul,R (wri),2
Washington,HARRINGTON,President,,Ron Paul,R (wri),2
Washington,INDIAN TOWNSHIP,President,,Ron Paul,R (wri),0
Washington,JONESBORO,President,,Ron Paul,R (wri),0
Washington,JONESPORT,President,,Ron Paul,R (wri),2
Washington,LUBEC,President,,Ron Paul,R (wri),3
Washington,MACHIAS,President,,Ron Paul,R (wri),7
Washington,MACHIASPORT,President,,Ron Paul,R (wri),1
Washington,MARSHFIELD,President,,Ron Paul,R (wri),2
Washington,MEDDYBEMPS,President,,Ron Paul,R (wri),4
Washington,MILBRIDGE,President,,Ron Paul,R (wri),5
Washington,NORTHFIELD,President,,Ron Paul,R (wri),0
Washington,PEMBROKE,President,,Ron Paul,R (wri),0
Washington,PERRY,President,,Ron Paul,R (wri),1
Washington,PLEASANT PT VOTING DIS,President,,Ron Paul,R (wri),0
Washington,PRINCETON,President,,Ron Paul,R (wri),4
Washington,ROBBINSTON,President,,Ron Paul,R (wri),3
Washington,ROQUE BLUFFS,President,,Ron Paul,R (wri),0
Washington,STEUBEN,President,,Ron Paul,R (wri),1
Washington,T10 SD ,President,,Ron Paul,R (wri),0
Washington,TALMADGE,President,,Ron Paul,R (wri),1
Washington,TOPSFIELD,President,,Ron Paul,R (wri),1
Washington,VANCEBORO,President,,Ron Paul,R (wri),0
Washington,WAITE,President,,Ron Paul,R (wri),0
Washington,WESLEY,President,,Ron Paul,R (wri),0
Washington,WESLEY TWPS ,President,,Ron Paul,R (wri),0
Washington,WHITING,President,,Ron Paul,R (wri),0
Washington,WHITNEYVILLE,President,,Ron Paul,R (wri),0
York,ACTON,President,,Ron Paul,R (wri),6
York,ALFRED,President,,Ron Paul,R (wri),3
York,ARUNDEL,President,,Ron Paul,R (wri),3
York,BERWICK,President,,Ron Paul,R (wri),13
York,BIDDEFORD,President,,Ron Paul,R (wri),18
York,BUXTON,President,,Ron Paul,R (wri),21
York,CORNISH,President,,Ron Paul,R (wri),3
York,DAYTON,President,,Ron Paul,R (wri),7
York,ELIOT,President,,Ron Paul,R (wri),6
York,HOLLIS,President,,Ron Paul,R (wri),20
York,KENNEBUNK,President,,Ron Paul,R (wri),13
York,KENNEBUNKPORT,President,,Ron Paul,R (wri),5
York,KITTERY,President,,Ron Paul,R (wri),12
York,LEBANON,President,,Ron Paul,R (wri),13
York,LIMERICK,President,,Ron Paul,R (wri),8
York,LIMINGTON,President,,Ron Paul,R (wri),8
York,LYMAN,President,,Ron Paul,R (wri),9
York,NEWFIELD,President,,Ron Paul,R (wri),5
York,NORTH BERWICK,President,,Ron Paul,R (wri),27
York,OGUNQUIT,President,,Ron Paul,R (wri),2
York,OLD ORCHARD BEACH,President,,Ron Paul,R (wri),14
York,PARSONSFIELD,President,,Ron Paul,R (wri),6
York,SACO,President,,Ron Paul,R (wri),8
York,SANFORD,President,,Ron Paul,R (wri),61
York,SHAPLEIGH,President,,Ron Paul,R (wri),7
York,SOUTH BERWICK,President,,Ron Paul,R (wri),13
York,WATERBORO,President,,Ron Paul,R (wri),11
York,WELLS,President,,Ron Paul,R (wri),10
York,YORK,President,,Ron Paul,R (wri),0
Androscoggin,AUBURN,President,,Jill Reed,UN (wri),1
Androscoggin,DURHAM,President,,Jill Reed,UN (wri),0
Androscoggin,GREENE,President,,Jill Reed,UN (wri),0
Androscoggin,LEEDS,President,,Jill Reed,UN (wri),0
Androscoggin,LEWISTON,President,,Jill Reed,UN (wri),1
Androscoggin,LISBON,President,,Jill Reed,UN (wri),0
Androscoggin,LIVERMORE,President,,Jill Reed,UN (wri),0
Androscoggin,LIVERMORE FALLS,President,,Jill Reed,UN (wri),0
Androscoggin,MECHANIC FALLS,President,,Jill Reed,UN (wri),0
Androscoggin,MINOT,President,,Jill Reed,UN (wri),0
Androscoggin,POLAND,President,,Jill Reed,UN (wri),0
Androscoggin,SABATTUS,President,,Jill Reed,UN (wri),0
Androscoggin,TURNER,President,,Jill Reed,UN (wri),0
Androscoggin,WALES,President,,Jill Reed,UN (wri),0
Aroostook,ALLAGASH,President,,Jill Reed,UN (wri),0
Aroostook,AMITY,President,,Jill Reed,UN (wri),0
Aroostook,ASHLAND,President,,Jill Reed,UN (wri),0
Aroostook,BANCROFT,President,,Jill Reed,UN (wri),0
Aroostook,BLAINE,President,,Jill Reed,UN (wri),0
Aroostook,BRIDGEWATER,President,,Jill Reed,UN (wri),0
Aroostook,CARIBOU,President,,Jill Reed,UN (wri),0
Aroostook,CARY PLT,President,,Jill Reed,UN (wri),0
Aroostook,CASTLE HILL,President,,Jill Reed,UN (wri),0
Aroostook,CASWELL,President,,Jill Reed,UN (wri),0
Aroostook,CHAPMAN,President,,Jill Reed,UN (wri),0
Aroostook,CONNOR TWP,President,,Jill Reed,UN (wri),0
Aroostook,CRYSTAL,President,,Jill Reed,UN (wri),0
Aroostook,CYR PLT,President,,Jill Reed,UN (wri),0
Aroostook,DYER BROOK,President,,Jill Reed,UN (wri),0
Aroostook,E TWP,President,,Jill Reed,UN (wri),0
Aroostook,EAGLE LAKE,President,,Jill Reed,UN (wri),0
Aroostook,EASTON,President,,Jill Reed,UN (wri),0
Aroostook,FORT FAIRFIELD,President,,Jill Reed,UN (wri),0
Aroostook,FORT KENT,President,,Jill Reed,UN (wri),0
Aroostook,FORT KENT TWPS ,President,,Jill Reed,UN (wri),0
Aroostook,FRENCHVILLE,President,,Jill Reed,UN (wri),0
Aroostook,GARFIELD PLT,President,,Jill Reed,UN (wri),0
Aroostook,GLENWOOD PLT,President,,Jill Reed,UN (wri),0
Aroostook,GRAND ISLE,President,,Jill Reed,UN (wri),0
Aroostook,HAMLIN,President,,Jill Reed,UN (wri),0
Aroostook,HAMMOND,President,,Jill Reed,UN (wri),0
Aroostook,HAYNESVILLE,President,,Jill Reed,UN (wri),0
Aroostook,HERSEY,President,,Jill Reed,UN (wri),0
Aroostook,HODGDON,President,,Jill Reed,UN (wri),0
Aroostook,HOULTON,President,,Jill Reed,UN (wri),0
Aroostook,ISLAND FALLS,President,,Jill Reed,UN (wri),0
Aroostook,LIMESTONE,President,,Jill Reed,UN (wri),0
Aroostook,LINNEUS,President,,Jill Reed,UN (wri),1
Aroostook,LITTLETON,President,,Jill Reed,UN (wri),0
Aroostook,LUDLOW,President,,Jill Reed,UN (wri),0
Aroostook,MACWAHOC PLT,President,,Jill Reed,UN (wri),0
Aroostook,MADAWASKA,President,,Jill Reed,UN (wri),0
Aroostook,MADAWASKA LAKE TWP,President,,Jill Reed,UN (wri),0
Aroostook,MAPLETON,President,,Jill Reed,UN (wri),0
Aroostook,MARS HILL,President,,Jill Reed,UN (wri),0
Aroostook,MASARDIS,President,,Jill Reed,UN (wri),0
Aroostook,MERRILL,President,,Jill Reed,UN (wri),0
Aroostook,MONTICELLO,President,,Jill Reed,UN (wri),0
Aroostook,MORO PLT,President,,Jill Reed,UN (wri),0
Aroostook,MORO PLT TWPS ,President,,Jill Reed,UN (wri),0
Aroostook,NASHVILLE PLT,President,,Jill Reed,UN (wri),0
Aroostook,NEW CANADA,President,,Jill Reed,UN (wri),0
Aroostook,NEW LIMERICK,President,,Jill Reed,UN (wri),0
Aroostook,NEW SWEDEN,President,,Jill Reed,UN (wri),0
Aroostook,OAKFIELD,President,,Jill Reed,UN (wri),0
Aroostook,ORIENT,President,,Jill Reed,UN (wri),0
Aroostook,OXBOW PLT,President,,Jill Reed,UN (wri),0
Aroostook,PERHAM,President,,Jill Reed,UN (wri),0
Aroostook,PORTAGE LAKE,President,,Jill Reed,UN (wri),0
Aroostook,PRESQUE ISLE,President,,Jill Reed,UN (wri),0
Aroostook,REED PLT,President,,Jill Reed,UN (wri),0
Aroostook,SAINT AGATHA,President,,Jill Reed,UN (wri),0
Aroostook,SAINT FRANCIS,President,,Jill Reed,UN (wri),0
Aroostook,SAINT JOHN PLT,President,,Jill Reed,UN (wri),0
Aroostook,SHERMAN,President,,Jill Reed,UN (wri),0
Aroostook,SMYRNA,President,,Jill Reed,UN (wri),0
Aroostook,STOCKHOLM,President,,Jill Reed,UN (wri),0
Aroostook,T11 R4 WELS ,President,,Jill Reed,UN (wri),0
Aroostook,T12 R13 ,President,,Jill Reed,UN (wri),0
Aroostook,T15 R6 WELS ,President,,Jill Reed,UN (wri),0
Aroostook,T15 R9 TWP ,President,,Jill Reed,UN (wri),0
Aroostook,TD R2 WELS ,President,,Jill Reed,UN (wri),0
Aroostook,VAN BUREN,President,,Jill Reed,UN (wri),0
Aroostook,VAN BUREN TWPS ,President,,Jill Reed,UN (wri),0
Aroostook,WADE,President,,Jill Reed,UN (wri),0
Aroostook,WALLAGRASS,President,,Jill Reed,UN (wri),0
Aroostook,WASHBURN,President,,Jill Reed,UN (wri),0
Aroostook,WESTFIELD,President,,Jill Reed,UN (wri),0
Aroostook,WESTMANLAND,President,,Jill Reed,UN (wri),0
Aroostook,WESTON,President,,Jill Reed,UN (wri),0
Aroostook,WINTERVILLE PLT,President,,Jill Reed,UN (wri),0
Aroostook,WOODLAND,President,,Jill Reed,UN (wri),0
Cumberland,BALDWIN,President,,Jill Reed,UN (wri),0
Cumberland,BRIDGTON,President,,Jill Reed,UN (wri),0
Cumberland,BRUNSWICK,President,,Jill Reed,UN (wri),0
Cumberland,CAPE ELIZABETH,President,,Jill Reed,UN (wri),0
Cumberland,CASCO,President,,Jill Reed,UN (wri),0
Cumberland,CHEBEAGUE ISLAND,President,,Jill Reed,UN (wri),0
Cumberland,CUMBERLAND,President,,Jill Reed,UN (wri),0
Cumberland,FALMOUTH,President,,Jill Reed,UN (wri),0
Cumberland,FREEPORT,President,,Jill Reed,UN (wri),0
Cumberland,FRYE ISLAND,President,,Jill Reed,UN (wri),0
Cumberland,GORHAM,President,,Jill Reed,UN (wri),0
Cumberland,GRAY,President,,Jill Reed,UN (wri),0
Cumberland,HARPSWELL,President,,Jill Reed,UN (wri),0
Cumberland,HARRISON,President,,Jill Reed,UN (wri),0
Cumberland,LONG ISLAND,President,,Jill Reed,UN (wri),0
Cumberland,NAPLES,President,,Jill Reed,UN (wri),0
Cumberland,NEW GLOUCESTER,President,,Jill Reed,UN (wri),0
Cumberland,NORTH YARMOUTH,President,,Jill Reed,UN (wri),0
Cumberland,PORTLAND,President,,Jill Reed,UN (wri),0
Cumberland,POWNAL,President,,Jill Reed,UN (wri),0
Cumberland,RAYMOND,President,,Jill Reed,UN (wri),0
Cumberland,SCARBOROUGH,President,,Jill Reed,UN (wri),0
Cumberland,SEBAGO,President,,Jill Reed,UN (wri),0
Cumberland,SOUTH PORTLAND,President,,Jill Reed,UN (wri),0
Cumberland,STANDISH,President,,Jill Reed,UN (wri),0
Cumberland,WESTBROOK,President,,Jill Reed,UN (wri),0
Cumberland,WINDHAM,President,,Jill Reed,UN (wri),0
Cumberland,YARMOUTH,President,,Jill Reed,UN (wri),0
Franklin,AVON,President,,Jill Reed,UN (wri),0
Franklin,CARRABASSETT VALLEY,President,,Jill Reed,UN (wri),0
Franklin,CARTHAGE,President,,Jill Reed,UN (wri),0
Franklin,CHESTERVILLE,President,,Jill Reed,UN (wri),0
Franklin,COPLIN PLT,President,,Jill Reed,UN (wri),0
Franklin,DALLAS PLT,President,,Jill Reed,UN (wri),0
Franklin,EUSTIS,President,,Jill Reed,UN (wri),0
Franklin,EUSTIS FRA TWPS ,President,,Jill Reed,UN (wri),0
Franklin,FARMINGTON,President,,Jill Reed,UN (wri),0
Franklin,FREEMAN TWP ,President,,Jill Reed,UN (wri),0
Franklin,INDUSTRY,President,,Jill Reed,UN (wri),0
Franklin,JAY,President,,Jill Reed,UN (wri),0
Franklin,KINGFIELD,President,,Jill Reed,UN (wri),0
Franklin,LANG TWP ,President,,Jill Reed,UN (wri),0
Franklin,MADRID TWP ,President,,Jill Reed,UN (wri),0
Franklin,NEW SHARON,President,,Jill Reed,UN (wri),0
Franklin,NEW VINEYARD,President,,Jill Reed,UN (wri),0
Franklin,PHILLIPS,President,,Jill Reed,UN (wri),0
Franklin,RANGELEY,President,,Jill Reed,UN (wri),0
Franklin,RANGELEY OXF TWPS ,President,,Jill Reed,UN (wri),0
Franklin,RANGELEY PLT,President,,Jill Reed,UN (wri),0
Franklin,SANDY RIVER PLT,President,,Jill Reed,UN (wri),0
Franklin,STRONG,President,,Jill Reed,UN (wri),0
Franklin,TEMPLE,President,,Jill Reed,UN (wri),0
Franklin,WELD,President,,Jill Reed,UN (wri),0
Franklin,WELD TWPS ,President,,Jill Reed,UN (wri),0
Franklin,WILTON,President,,Jill Reed,UN (wri),0
Franklin,WILTON TWPS ,President,,Jill Reed,UN (wri),0
Hancock,AMHERST,President,,Jill Reed,UN (wri),0
Hancock,AURORA,President,,Jill Reed,UN (wri),0
Hancock,AURORA TWPS ,President,,Jill Reed,UN (wri),0
Hancock,BAR HARBOR,President,,Jill Reed,UN (wri),0
Hancock,BLUE HILL,President,,Jill Reed,UN (wri),0
Hancock,BROOKLIN,President,,Jill Reed,UN (wri),0
Hancock,BROOKSVILLE,President,,Jill Reed,UN (wri),0
Hancock,BUCKSPORT,President,,Jill Reed,UN (wri),0
Hancock,CASTINE,President,,Jill Reed,UN (wri),0
Hancock,CRANBERRY ISLES,President,,Jill Reed,UN (wri),0
Hancock,DEDHAM,President,,Jill Reed,UN (wri),0
Hancock,DEER ISLE,President,,Jill Reed,UN (wri),0
Hancock,EASTBROOK,President,,Jill Reed,UN (wri),0
Hancock,ELLSWORTH,President,,Jill Reed,UN (wri),0
Hancock,FLETCHERS LANDING TWP (T8 SD) ,President,,Jill Reed,UN (wri),0
Hancock,FRANKLIN,President,,Jill Reed,UN (wri),0
Hancock,FRANKLIN TWPS ,President,,Jill Reed,UN (wri),0
Hancock,FRENCHBORO,President,,Jill Reed,UN (wri),0
Hancock,GOULDSBORO,President,,Jill Reed,UN (wri),1
Hancock,GREAT POND,President,,Jill Reed,UN (wri),0
Hancock,GREAT POND TWPS ,President,,Jill Reed,UN (wri),0
Hancock,HANCOCK,President,,Jill Reed,UN (wri),0
Hancock,LAMOINE,President,,Jill Reed,UN (wri),0
Hancock,MARIAVILLE,President,,Jill Reed,UN (wri),2
Hancock,MOUNT DESERT,President,,Jill Reed,UN (wri),0
Hancock,ORLAND,President,,Jill Reed,UN (wri),0
Hancock,OSBORN,President,,Jill Reed,UN (wri),0
Hancock,OTIS,President,,Jill Reed,UN (wri),0
Hancock,PENOBSCOT,President,,Jill Reed,UN (wri),0
Hancock,SEDGWICK,President,,Jill Reed,UN (wri),0
Hancock,SORRENTO,President,,Jill Reed,UN (wri),0
Hancock,SOUTHWEST HARBOR,President,,Jill Reed,UN (wri),0
Hancock,STONINGTON,President,,Jill Reed,UN (wri),0
Hancock,SULLIVAN,President,,Jill Reed,UN (wri),0
Hancock,SURRY,President,,Jill Reed,UN (wri),0
Hancock,SWANS ISLAND,President,,Jill Reed,UN (wri),0
Hancock,T3 ND ,President,,Jill Reed,UN (wri),0
Hancock,T7 SD ,President,,Jill Reed,UN (wri),0
Hancock,TREMONT,President,,Jill Reed,UN (wri),0
Hancock,TRENTON,President,,Jill Reed,UN (wri),0
Hancock,VERONA ISLAND,President,,Jill Reed,UN (wri),0
Hancock,WALTHAM,President,,Jill Reed,UN (wri),0
Hancock,WINTER HARBOR,President,,Jill Reed,UN (wri),0
Kennebec,ALBION,President,,Jill Reed,UN (wri),0
Kennebec,AUGUSTA,President,,Jill Reed,UN (wri),0
Kennebec,BELGRADE,President,,Jill Reed,UN (wri),0
Kennebec,BENTON,President,,Jill Reed,UN (wri),0
Kennebec,CHELSEA,President,,Jill Reed,UN (wri),0
Kennebec,CHINA,President,,Jill Reed,UN (wri),0
Kennebec,CLINTON,President,,Jill Reed,UN (wri),0
Kennebec,FARMINGDALE,President,,Jill Reed,UN (wri),0
Kennebec,FAYETTE,President,,Jill Reed,UN (wri),0
Kennebec,GARDINER,President,,Jill Reed,UN (wri),0
Kennebec,HALLOWELL,President,,Jill Reed,UN (wri),0
Kennebec,LITCHFIELD,President,,Jill Reed,UN (wri),0
Kennebec,MANCHESTER,President,,Jill Reed,UN (wri),0
Kennebec,MONMOUTH,President,,Jill Reed,UN (wri),0
Kennebec,MOUNT VERNON,President,,Jill Reed,UN (wri),0
Kennebec,OAKLAND,President,,Jill Reed,UN (wri),0
Kennebec,PITTSTON,President,,Jill Reed,UN (wri),0
Kennebec,RANDOLPH,President,,Jill Reed,UN (wri),0
Kennebec,READFIELD,President,,Jill Reed,UN (wri),0
Kennebec,ROME,President,,Jill Reed,UN (wri),0
Kennebec,SIDNEY,President,,Jill Reed,UN (wri),0
Kennebec,VASSALBORO,President,,Jill Reed,UN (wri),0
Kennebec,VIENNA,President,,Jill Reed,UN (wri),0
Kennebec,WATERVILLE,President,,Jill Reed,UN (wri),0
Kennebec,WAYNE,President,,Jill Reed,UN (wri),0
Kennebec,WEST GARDINER,President,,Jill Reed,UN (wri),0
Kennebec,WINDSOR,President,,Jill Reed,UN (wri),0
Kennebec,WINSLOW,President,,Jill Reed,UN (wri),0
Kennebec,WINTHROP,President,,Jill Reed,UN (wri),0
Knox,APPLETON,President,,Jill Reed,UN (wri),0
Knox,CAMDEN,President,,Jill Reed,UN (wri),0
Knox,CRIEHAVEN TWP ,President,,Jill Reed,UN (wri),0
Knox,CUSHING,President,,Jill Reed,UN (wri),0
Knox,FRIENDSHIP,President,,Jill Reed,UN (wri),0
Knox,HOPE,President,,Jill Reed,UN (wri),0
Knox,ISLE AU HAUT,President,,Jill Reed,UN (wri),0
Knox,MATINICUS ISLE PLT,President,,Jill Reed,UN (wri),0
Knox,NORTH HAVEN,President,,Jill Reed,UN (wri),0
Knox,OWLS HEAD,President,,Jill Reed,UN (wri),0
Knox,ROCKLAND,President,,Jill Reed,UN (wri),0
Knox,ROCKPORT,President,,Jill Reed,UN (wri),0
Knox,SAINT GEORGE,President,,Jill Reed,UN (wri),0
Knox,SOUTH THOMASTON,President,,Jill Reed,UN (wri),1
Knox,THOMASTON,President,,Jill Reed,UN (wri),0
Knox,UNION,President,,Jill Reed,UN (wri),0
Knox,VINALHAVEN,President,,Jill Reed,UN (wri),0
Knox,WARREN,President,,Jill Reed,UN (wri),0
Knox,WASHINGTON,President,,Jill Reed,UN (wri),0
Lincoln,ALNA,President,,Jill Reed,UN (wri),0
Lincoln,BOOTHBAY,President,,Jill Reed,UN (wri),0
Lincoln,BOOTHBAY HARBOR,President,,Jill Reed,UN (wri),0
Lincoln,BREMEN,President,,Jill Reed,UN (wri),0
