county,town,office,district,party,candidate,votes
Aroostook,Monticello,U.S. Senate,,REP,Eric L. Brakey,158
Aroostook,Moro Plt,U.S. Senate,,REP,Eric L. Brakey,17
Aroostook,Nashville Plt,U.S. Senate,,REP,Eric L. Brakey,8
Aroostook,New Canada,U.S. Senate,,REP,Eric L. Brakey,41
Aroostook,New Limerick,U.S. Senate,,REP,Eric L. Brakey,149
Aroostook,New Sweden,U.S. Senate,,REP,Eric L. Brakey,116
Aroostook,Oxbow North Twp (Masardis),U.S. Senate,,REP,Eric L. Brakey,13
Aroostook,Oakfield,U.S. Senate,,REP,Eric L. Brakey,142
Aroostook,Orient,U.S. Senate,,REP,Eric L. Brakey,37
Aroostook,Perham,U.S. Senate,,REP,Eric L. Brakey,82
Aroostook,Portage Lake,U.S. Senate,,REP,Eric L. Brakey,87
Aroostook,Presque Isle,U.S. Senate,,REP,Eric L. Brakey,1194
Aroostook,Reed Plt,U.S. Senate,,REP,Eric L. Brakey,34
Aroostook,Saint Agatha/Sinclair,U.S. Senate,,REP,Eric L. Brakey,144
Aroostook,Saint Francis,U.S. Senate,,REP,Eric L. Brakey,47
Aroostook,Saint John Plt,U.S. Senate,,REP,Eric L. Brakey,37
Aroostook,Sherman (and Benedicta & Silver Ridge Twps)                                                                                                                 =,U.S. Senate,,REP,Eric L. Brakey,295
Aroostook,Smyrna,U.S. Senate,,REP,Eric L. Brakey,72
Aroostook,Stockholm,U.S. Senate,,REP,Eric L. Brakey,46
Aroostook,T11 R4 WELS Twp (Castle Hill),U.S. Senate,,REP,Eric L. Brakey,4
Aroostook,T12 R13 &T9 R8 WELS (Ashland),U.S. Senate,,REP,Eric L. Brakey,3
Aroostook,T15 R6 Twp (Eagle Lake & Winterville Plt),U.S. Senate,,REP,Eric L. Brakey,5
Aroostook,T17 R3 (Van Buren),U.S. Senate,,REP,Eric L. Brakey,3
Aroostook,T4 R3 Twp (Island Falls),U.S. Senate,,REP,Eric L. Brakey,0
Aroostook,TD R2 Twp,U.S. Senate,,REP,Eric L. Brakey,0
Aroostook,Van Buren,U.S. Senate,,REP,Eric L. Brakey,220
Aroostook,Wade,U.S. Senate,,REP,Eric L. Brakey,47
Aroostook,Wallagrass,U.S. Senate,,REP,Eric L. Brakey,41
Aroostook,Washburn,U.S. Senate,,REP,Eric L. Brakey,244
Aroostook,Westfield,U.S. Senate,,REP,Eric L. Brakey,87
Aroostook,Westmanland,U.S. Senate,,REP,Eric L. Brakey,14
Aroostook,Weston,U.S. Senate,,REP,Eric L. Brakey,72
Aroostook,Winterville Plt,U.S. Senate,,REP,Eric L. Brakey,36
Aroostook,Woodland,U.S. Senate,,REP,Eric L. Brakey,220
Cumberland,Baldwin,U.S. Senate,,REP,Eric L. Brakey,402
Cumberland,Bridgton,U.S. Senate,,REP,Eric L. Brakey,1049
Cumberland,Brunswick,U.S. Senate,,REP,Eric L. Brakey,2386
Cumberland,Cape Elizabeth,U.S. Senate,,REP,Eric L. Brakey,1124
Cumberland,Casco,U.S. Senate,,REP,Eric L. Brakey,737
Cumberland,Chebeague Island,U.S. Senate,,REP,Eric L. Brakey,44
Cumberland,Cumberland,U.S. Senate,,REP,Eric L. Brakey,1426
Cumberland,Falmouth,U.S. Senate,,REP,Eric L. Brakey,2034
Cumberland,Freeport,U.S. Senate,,REP,Eric L. Brakey,1180
Cumberland,Frye Island,U.S. Senate,,REP,Eric L. Brakey,24
Cumberland,Gorham,U.S. Senate,,REP,Eric L. Brakey,2969
Cumberland,Gray,U.S. Senate,,REP,Eric L. Brakey,1743
Cumberland,Harpswell,U.S. Senate,,REP,Eric L. Brakey,975
Cumberland,Harrison,U.S. Senate,,REP,Eric L. Brakey,526
Cumberland,Long Island,U.S. Senate,,REP,Eric L. Brakey,28
Cumberland,Naples,U.S. Senate,,REP,Eric L. Brakey,888
Cumberland,New Gloucester,U.S. Senate,,REP,Eric L. Brakey,1311
Cumberland,North Yarmouth,U.S. Senate,,REP,Eric L. Brakey,705
Cumberland,Portland,U.S. Senate,,REP,Eric L. Brakey,4201
Cumberland,Pownal,U.S. Senate,,REP,Eric L. Brakey,358
Cumberland,Raymond,U.S. Senate,,REP,Eric L. Brakey,1007
Cumberland,Scarborough,U.S. Senate,,REP,Eric L. Brakey,3621
Cumberland,Sebago,U.S. Senate,,REP,Eric L. Brakey,423
Cumberland,South Portland,U.S. Senate,,REP,Eric L. Brakey,2495
Cumberland,Standish,U.S. Senate,,REP,Eric L. Brakey,1938
Cumberland,Westbrook,U.S. Senate,,REP,Eric L. Brakey,2196
Cumberland,Windham,U.S. Senate,,REP,Eric L. Brakey,3127
Cumberland,Yarmouth,U.S. Senate,,REP,Eric L. Brakey,1136
Franklin,Adamstown/Lower Cupsuptic Twps (Rangeley),U.S. Senate,,REP,Eric L. Brakey,0
Franklin,Avon,U.S. Senate,,REP,Eric L. Brakey,93
Franklin,Carrabassett Valley,U.S. Senate,,REP,Eric L. Brakey,109
Franklin,Carthage,U.S. Senate,,REP,Eric L. Brakey,110
Franklin,Chesterville,U.S. Senate,,REP,Eric L. Brakey,266
Franklin,Coplin Plt,U.S. Senate,,REP,Eric L. Brakey,24
Franklin,Dallas Plt,U.S. Senate,,REP,Eric L. Brakey,58
Franklin,Eustis,U.S. Senate,,REP,Eric L. Brakey,155
Franklin,Farmington,U.S. Senate,,REP,Eric L. Brakey,948
Franklin,Industry,U.S. Senate,,REP,Eric L. Brakey,140
Franklin,Jay,U.S. Senate,,REP,Eric L. Brakey,785
Franklin,Kingfield,U.S. Senate,,REP,Eric L. Brakey,261
Franklin,New Sharon,U.S. Senate,,REP,Eric L. Brakey,323
Franklin,New Vineyard,U.S. Senate,,REP,Eric L. Brakey,179
Franklin,Perkins Twp (Weld),U.S. Senate,,REP,Eric L. Brakey,3
Franklin,Phillips,U.S. Senate,,REP,Eric L. Brakey,206
Franklin,Rangeley,U.S. Senate,,REP,Eric L. Brakey,250
Franklin,Rangeley Plt,U.S. Senate,,REP,Eric L. Brakey,67
Franklin,Sandy River Plt,U.S. Senate,,REP,Eric L. Brakey,26
Franklin,Strong (and Freeman Twp),U.S. Senate,,REP,Eric L. Brakey,299
Franklin,Temple,U.S. Senate,,REP,Eric L. Brakey,81
Franklin,Washington Twp (Wilton),U.S. Senate,,REP,Eric L. Brakey,6
Franklin,Wyman Twp (Carrabassett Valley & Eustis),U.S. Senate,,REP,Eric L. Brakey,13
Franklin,Weld,U.S. Senate,,REP,Eric L. Brakey,114
Franklin,Wilton,U.S. Senate,,REP,Eric L. Brakey,678
Hancock,Amherst,U.S. Senate,,REP,Eric L. Brakey,69
Hancock,Aurora,U.S. Senate,,REP,Eric L. Brakey,31
Hancock,Bar Harbor,U.S. Senate,,REP,Eric L. Brakey,533
Hancock,Blue Hill,U.S. Senate,,REP,Eric L. Brakey,437
Hancock,Brooklin,U.S. Senate,,REP,Eric L. Brakey,142
Hancock,Brooksville,U.S. Senate,,REP,Eric L. Brakey,144
Hancock,Bucksport,U.S. Senate,,REP,Eric L. Brakey,889
Hancock,Castine,U.S. Senate,,REP,Eric L. Brakey,111
Hancock,Cranberry Isles,U.S. Senate,,REP,Eric L. Brakey,30
Hancock,Dedham,U.S. Senate,,REP,Eric L. Brakey,399
Hancock,Deer Isle,U.S. Senate,,REP,Eric L. Brakey,306
Hancock,Eastbrook,U.S. Senate,,REP,Eric L. Brakey,84
Hancock,Ellsworth,U.S. Senate,,REP,Eric L. Brakey,1475
Hancock,Franklin,U.S. Senate,,REP,Eric L. Brakey,301
Hancock,Frenchboro,U.S. Senate,,REP,Eric L. Brakey,10
Hancock,Gouldsboro,U.S. Senate,,REP,Eric L. Brakey,418
Hancock,Great Pond,U.S. Senate,,REP,Eric L. Brakey,21
Hancock,Hancock,U.S. Senate,,REP,Eric L. Brakey,489
Hancock,Lamoine,U.S. Senate,,REP,Eric L. Brakey,397
Hancock,Mariaville,U.S. Senate,,REP,Eric L. Brakey,126
Hancock,Mount Desert,U.S. Senate,,REP,Eric L. Brakey,278
Hancock,Orland,U.S. Senate,,REP,Eric L. Brakey,450
Hancock,Osborn,U.S. Senate,,REP,Eric L. Brakey,25
Hancock,Otis,U.S. Senate,,REP,Eric L. Brakey,214
Hancock,Penobscot,U.S. Senate,,REP,Eric L. Brakey,209
Hancock,Sedgwick,U.S. Senate,,REP,Eric L. Brakey,214
Hancock,Sorrento,U.S. Senate,,REP,Eric L. Brakey,75
Hancock,Southwest Harbor,U.S. Senate,,REP,Eric L. Brakey,289
Hancock,Stonington,U.S. Senate,,REP,Eric L. Brakey,126
Hancock,Sullivan,U.S. Senate,,REP,Eric L. Brakey,225
Hancock,Surry,U.S. Senate,,REP,Eric L. Brakey,321
Hancock,Swans Island,U.S. Senate,,REP,Eric L. Brakey,103
Hancock,T22 MD Twp (Beddington & Osborn),U.S. Senate,,REP,Eric L. Brakey,2
Hancock,Tremont,U.S. Senate,,REP,Eric L. Brakey,256
Hancock,Trenton,U.S. Senate,,REP,Eric L. Brakey,293
Hancock,Verona Island,U.S. Senate,,REP,Eric L. Brakey,115
Hancock,Waltham,U.S. Senate,,REP,Eric L. Brakey,100
Hancock,Winter Harbor,U.S. Senate,,REP,Eric L. Brakey,130
Kennebec,Albion,U.S. Senate,,REP,Eric L. Brakey,491
Kennebec,Augusta,U.S. Senate,,REP,Eric L. Brakey,2539
Kennebec,Belgrade,U.S. Senate,,REP,Eric L. Brakey,722
Kennebec,Benton,U.S. Senate,,REP,Eric L. Brakey,596
Kennebec,Chelsea,U.S. Senate,,REP,Eric L. Brakey,538
Kennebec,China,U.S. Senate,,REP,Eric L. Brakey,922
Kennebec,Clinton,U.S. Senate,,REP,Eric L. Brakey,623
Kennebec,Farmingdale,U.S. Senate,,REP,Eric L. Brakey,515
Kennebec,Fayette,U.S. Senate,,REP,Eric L. Brakey,257
Kennebec,Gardiner,U.S. Senate,,REP,Eric L. Brakey,874
Kennebec,Hallowell,U.S. Senate,,REP,Eric L. Brakey,301
Kennebec,Litchfield,U.S. Senate,,REP,Eric L. Brakey,808
Kennebec,Manchester,U.S. Senate,,REP,Eric L. Brakey,550
Kennebec,Monmouth,U.S. Senate,,REP,Eric L. Brakey,908
Kennebec,Mount Vernon,U.S. Senate,,REP,Eric L. Brakey,347
Kennebec,Oakland,U.S. Senate,,REP,Eric L. Brakey,1126
Kennebec,Pittston,U.S. Senate,,REP,Eric L. Brakey,634
Kennebec,Randolph,U.S. Senate,,REP,Eric L. Brakey,306
Kennebec,Readfield,U.S. Senate,,REP,Eric L. Brakey,532
Kennebec,Rome,U.S. Senate,,REP,Eric L. Brakey,211
Kennebec,Sidney,U.S. Senate,,REP,Eric L. Brakey,1056
Kennebec,Vassalboro,U.S. Senate,,REP,Eric L. Brakey,924
Kennebec,Vienna,U.S. Senate,,REP,Eric L. Brakey,116
Kennebec,Waterville,U.S. Senate,,REP,Eric L. Brakey,1569
Kennebec,Wayne,U.S. Senate,,REP,Eric L. Brakey,237
Kennebec,West Gardiner,U.S. Senate,,REP,Eric L. Brakey,797
Kennebec,Windsor,U.S. Senate,,REP,Eric L. Brakey,593
Kennebec,Winslow,U.S. Senate,,REP,Eric L. Brakey,1481
Kennebec,Winthrop,U.S. Senate,,REP,Eric L. Brakey,1035
Knox,Appleton,U.S. Senate,,REP,Eric L. Brakey,268
Knox,Camden,U.S. Senate,,REP,Eric L. Brakey,583
Knox,Cushing,U.S. Senate,,REP,Eric L. Brakey,307
Knox,Friendship,U.S. Senate,,REP,Eric L. Brakey,303
Knox,Hope,U.S. Senate,,REP,Eric L. Brakey,302
Knox,Isle Au Haut,U.S. Senate,,REP,Eric L. Brakey,7
Knox,Matinicus Isle Plt,U.S. Senate,,REP,Eric L. Brakey,9
Knox,North Haven,U.S. Senate,,REP,Eric L. Brakey,49
Knox,Owls Head,U.S. Senate,,REP,Eric L. Brakey,306
Knox,Rockland,U.S. Senate,,REP,Eric L. Brakey,768
Knox,Rockport,U.S. Senate,,REP,Eric L. Brakey,542
Knox,Saint George,U.S. Senate,,REP,Eric L. Brakey,447
Knox,South Thomaston,U.S. Senate,,REP,Eric L. Brakey,224
Knox,Thomaston,U.S. Senate,,REP,Eric L. Brakey,392
Knox,Union,U.S. Senate,,REP,Eric L. Brakey,517
Knox,Vinalhaven,U.S. Senate,,REP,Eric L. Brakey,150
Knox,Warren,U.S. Senate,,REP,Eric L. Brakey,742
Knox,Washington,U.S. Senate,,REP,Eric L. Brakey,354
Lincoln,Alna,U.S. Senate,,REP,Eric L. Brakey,129
Lincoln,Boothbay,U.S. Senate,,REP,Eric L. Brakey,632
Lincoln,Boothbay Harbor,U.S. Senate,,REP,Eric L. Brakey,380
Lincoln,Bremen,U.S. Senate,,REP,Eric L. Brakey,133
Lincoln,Bristol,U.S. Senate,,REP,Eric L. Brakey,573
Lincoln,Damariscotta,U.S. Senate,,REP,Eric L. Brakey,295
Lincoln,Dresden,U.S. Senate,,REP,Eric L. Brakey,382
Lincoln,Edgecomb,U.S. Senate,,REP,Eric L. Brakey,229
Lincoln,Jefferson,U.S. Senate,,REP,Eric L. Brakey,618
Lincoln,Monhegan Island Plt,U.S. Senate,,REP,Eric L. Brakey,3
Lincoln,Newcastle,U.S. Senate,,REP,Eric L. Brakey,305
Lincoln,Nobleboro,U.S. Senate,,REP,Eric L. Brakey,375
Lincoln,Somerville,U.S. Senate,,REP,Eric L. Brakey,124
Lincoln,South Bristol,U.S. Senate,,REP,Eric L. Brakey,174
Lincoln,Southport,U.S. Senate,,REP,Eric L. Brakey,128
Lincoln,Waldoboro,U.S. Senate,,REP,Eric L. Brakey,924
Lincoln,Westport Island,U.S. Senate,,REP,Eric L. Brakey,176
Lincoln,Whitefield,U.S. Senate,,REP,Eric L. Brakey,486
Lincoln,Wiscasset,U.S. Senate,,REP,Eric L. Brakey,748
Oxford,Albany Twp,U.S. Senate,,REP,Eric L. Brakey,93
Oxford,Andover,U.S. Senate,,REP,Eric L. Brakey,184
Oxford,Bethel,U.S. Senate,,REP,Eric L. Brakey,468
Oxford,Brownfield,U.S. Senate,,REP,Eric L. Brakey,265
Oxford,Buckfield,U.S. Senate,,REP,Eric L. Brakey,414
Oxford,Byron,U.S. Senate,,REP,Eric L. Brakey,48
Oxford,Canton,U.S. Senate,,REP,Eric L. Brakey,206
Oxford,Denmark,U.S. Senate,,REP,Eric L. Brakey,266
Oxford,Dixfield,U.S. Senate,,REP,Eric L. Brakey,465
Oxford,Fryeburg,U.S. Senate,,REP,Eric L. Brakey,467
Oxford,Gilead,U.S. Senate,,REP,Eric L. Brakey,42
Oxford,Greenwood,U.S. Senate,,REP,Eric L. Brakey,147
Oxford,Hanover,U.S. Senate,,REP,Eric L. Brakey,64
Oxford,Hartford,U.S. Senate,,REP,Eric L. Brakey,249
Oxford,Hebron,U.S. Senate,,REP,Eric L. Brakey,289
Oxford,Hiram,U.S. Senate,,REP,Eric L. Brakey,275
Oxford,Lincoln Plt,U.S. Senate,,REP,Eric L. Brakey,14
Oxford,Lovell,U.S. Senate,,REP,Eric L. Brakey,233
Oxford,Milton Twp,U.S. Senate,,REP,Eric L. Brakey,27
Oxford,Magalloway Plt,U.S. Senate,,REP,Eric L. Brakey,8
Oxford,Mexico,U.S. Senate,,REP,Eric L. Brakey,330
Oxford,Newry,U.S. Senate,,REP,Eric L. Brakey,92
Oxford,Norway,U.S. Senate,,REP,Eric L. Brakey,847
Oxford,Otisfield,U.S. Senate,,REP,Eric L. Brakey,381
Oxford,Oxford,U.S. Senate,,REP,Eric L. Brakey,835
Oxford,Paris,U.S. Senate,,REP,Eric L. Brakey,850
Oxford,Peru,U.S. Senate,,REP,Eric L. Brakey,354
Oxford,Porter,U.S. Senate,,REP,Eric L. Brakey,298
Oxford,Roxbury,U.S. Senate,,REP,Eric L. Brakey,96
Oxford,Rumford,U.S. Senate,,REP,Eric L. Brakey,832
Oxford,Stoneham,U.S. Senate,,REP,Eric L. Brakey,61
Oxford,Stow,U.S. Senate,,REP,Eric L. Brakey,52
Oxford,Sumner,U.S. Senate,,REP,Eric L. Brakey,220
Oxford,Sweden,U.S. Senate,,REP,Eric L. Brakey,83
Oxford,Upton,U.S. Senate,,REP,Eric L. Brakey,32
Oxford,Waterford,U.S. Senate,,REP,Eric L. Brakey,318
Oxford,West Paris,U.S. Senate,,REP,Eric L. Brakey,309
Oxford,Woodstock,U.S. Senate,,REP,Eric L. Brakey,296
Penobscot,"Argyle Twp  (Alton, Edinburg & Penobscot Nation)",U.S. Senate,,REP,Eric L. Brakey,35
Penobscot,Alton,U.S. Senate,,REP,Eric L. Brakey,170
Penobscot,Bangor,U.S. Senate,,REP,Eric L. Brakey,3844
Penobscot,Bradford,U.S. Senate,,REP,Eric L. Brakey,301
Penobscot,Bradley,U.S. Senate,,REP,Eric L. Brakey,265
Penobscot,Brewer,U.S. Senate,,REP,Eric L. Brakey,1647
Penobscot,Burlington,U.S. Senate,,REP,Eric L. Brakey,80
Penobscot,Carmel,U.S. Senate,,REP,Eric L. Brakey,707
Penobscot,Carroll Plt,U.S. Senate,,REP,Eric L. Brakey,52
Penobscot,Charleston,U.S. Senate,,REP,Eric L. Brakey,397
Penobscot,Chester,U.S. Senate,,REP,Eric L. Brakey,139
Penobscot,Clifton,U.S. Senate,,REP,Eric L. Brakey,207
Penobscot,Corinna,U.S. Senate,,REP,Eric L. Brakey,488
Penobscot,Corinth,U.S. Senate,,REP,Eric L. Brakey,741
Penobscot,Dexter,U.S. Senate,,REP,Eric L. Brakey,637
Penobscot,Dixmont,U.S. Senate,,REP,Eric L. Brakey,277
Penobscot,Drew Plt,U.S. Senate,,REP,Eric L. Brakey,17
Penobscot,East Millinocket,U.S. Senate,,REP,Eric L. Brakey,319
Penobscot,Eddington,U.S. Senate,,REP,Eric L. Brakey,582
Penobscot,Edinburg,U.S. Senate,,REP,Eric L. Brakey,35
Penobscot,Enfield,U.S. Senate,,REP,Eric L. Brakey,313
Penobscot,Etna,U.S. Senate,,REP,Eric L. Brakey,290
Penobscot,Exeter,U.S. Senate,,REP,Eric L. Brakey,204
Penobscot,Grand Falls Twp (Burlington),U.S. Senate,,REP,Eric L. Brakey,7
Penobscot,Grindstone/Herseytown/Soldiertown Twps (Medway),U.S. Senate,,REP,Eric L. Brakey,14
Penobscot,Garland,U.S. Senate,,REP,Eric L. Brakey,246
Penobscot,Glenburn,U.S. Senate,,REP,Eric L. Brakey,981
Penobscot,Greenbush,U.S. Senate,,REP,Eric L. Brakey,306
Penobscot,Herseytown Twp (Stacyville),U.S. Senate,,REP,Eric L. Brakey,13
Penobscot,Hampden,U.S. Senate,,REP,Eric L. Brakey,1488
Penobscot,Hermon,U.S. Senate,,REP,Eric L. Brakey,1502
Penobscot,Holden,U.S. Senate,,REP,Eric L. Brakey,835
Penobscot,Howland,U.S. Senate,,REP,Eric L. Brakey,230
Penobscot,Hudson,U.S. Senate,,REP,Eric L. Brakey,375
Penobscot,Kingman Twp (Webster Plt),U.S. Senate,,REP,Eric L. Brakey,35
Penobscot,Kenduskeag,U.S. Senate,,REP,Eric L. Brakey,300
Penobscot,Lagrange,U.S. Senate,,REP,Eric L. Brakey,118
Penobscot,Lakeville,U.S. Senate,,REP,Eric L. Brakey,29
Penobscot,Lee,U.S. Senate,,REP,Eric L. Brakey,230
Penobscot,Levant,U.S. Senate,,REP,Eric L. Brakey,688
Penobscot,Lincoln,U.S. Senate,,REP,Eric L. Brakey,1012
Penobscot,Lowell,U.S. Senate,,REP,Eric L. Brakey,124
Penobscot,Mattamiscontis Twp (Chester),U.S. Senate,,REP,Eric L. Brakey,25
Penobscot,Millinocket Penobscot Twps,U.S. Senate,,REP,Eric L. Brakey,58
Penobscot,Millinocket Piscataquis Twps,U.S. Senate,,REP,Eric L. Brakey,30
Penobscot,Molunkus Twp (Mattawamkeag & Medway),U.S. Senate,,REP,Eric L. Brakey,9
Penobscot,Mattawamkeag,U.S. Senate,,REP,Eric L. Brakey,137
Penobscot,Maxfield,U.S. Senate,,REP,Eric L. Brakey,29
Penobscot,Medway,U.S. Senate,,REP,Eric L. Brakey,320
Penobscot,Milford (and Greenfield Twp),U.S. Senate,,REP,Eric L. Brakey,542
Penobscot,Millinocket,U.S. Senate,,REP,Eric L. Brakey,706
Penobscot,Mount Chase,U.S. Senate,,REP,Eric L. Brakey,40
Penobscot,Newburgh,U.S. Senate,,REP,Eric L. Brakey,408
Penobscot,Newport,U.S. Senate,,REP,Eric L. Brakey,676
Penobscot,Old Town (and Argyle Twp),U.S. Senate,,REP,Eric L. Brakey,1017
Penobscot,Orneville Twp (Lagrange),U.S. Senate,,REP,Eric L. Brakey,1
Penobscot,Orono,U.S. Senate,,REP,Eric L. Brakey,804
Penobscot,Orrington,U.S. Senate,,REP,Eric L. Brakey,962
Penobscot,Prentiss Twp (Webster Plt),U.S. Senate,,REP,Eric L. Brakey,41
Penobscot,Passadumkeag,U.S. Senate,,REP,Eric L. Brakey,104
Penobscot,Patten,U.S. Senate,,REP,Eric L. Brakey,176
Penobscot,Penobscot Nation Voting District,U.S. Senate,,REP,Eric L. Brakey,22
Penobscot,Plymouth,U.S. Senate,,REP,Eric L. Brakey,301
Penobscot,Seboeis Plt,U.S. Senate,,REP,Eric L. Brakey,10
Penobscot,Springfield,U.S. Senate,,REP,Eric L. Brakey,81
Penobscot,Stacyville,U.S. Senate,,REP,Eric L. Brakey,86
Penobscot,Stetson,U.S. Senate,,REP,Eric L. Brakey,320
Penobscot,T3 ND Twp,U.S. Senate,,REP,Eric L. Brakey,2
Penobscot,"T5 R7, T5 R8, T6 R8 Twps (Mount Chase)",U.S. Senate,,REP,Eric L. Brakey,6
Penobscot,Veazie,U.S. Senate,,REP,Eric L. Brakey,338
Penobscot,Webster Plt,U.S. Senate,,REP,Eric L. Brakey,16
Penobscot,Winn,U.S. Senate,,REP,Eric L. Brakey,81
Penobscot,Woodville,U.S. Senate,,REP,Eric L. Brakey,64
Piscataquis,Abbot,U.S. Senate,,REP,Eric L. Brakey,152
Piscataquis,Atkinson,U.S. Senate,,REP,Eric L. Brakey,102
Piscataquis,Barnard/Ebeemee/T4 R9 NWP/Williamsburg Twps (Brownville),U.S. Senate,,REP,Eric L. Brakey,43
Piscataquis,Beaver Cove,U.S. Senate,,REP,Eric L. Brakey,37
Piscataquis,Bowerbank,U.S. Senate,,REP,Eric L. Brakey,53
Piscataquis,Brownville,U.S. Senate,,REP,Eric L. Brakey,228
Piscataquis,Dover-Foxcroft,U.S. Senate,,REP,Eric L. Brakey,761
Piscataquis,Elliotsville Twp (Monson),U.S. Senate,,REP,Eric L. Brakey,5
Piscataquis,Greenville,U.S. Senate,,REP,Eric L. Brakey,428
Piscataquis,Guilford,U.S. Senate,,REP,Eric L. Brakey,245
Piscataquis,Kingsbury Plt,U.S. Senate,,REP,Eric L. Brakey,10
Piscataquis,Lake View Plt,U.S. Senate,,REP,Eric L. Brakey,30
Piscataquis,Medford,U.S. Senate,,REP,Eric L. Brakey,63
Piscataquis,Milo,U.S. Senate,,REP,Eric L. Brakey,419
Piscataquis,Monson,U.S. Senate,,REP,Eric L. Brakey,192
Piscataquis,Parkman,U.S. Senate,,REP,Eric L. Brakey,191
Piscataquis,Sangerville,U.S. Senate,,REP,Eric L. Brakey,285
Piscataquis,Sebec,U.S. Senate,,REP,Eric L. Brakey,191
Piscataquis,Shirley,U.S. Senate,,REP,Eric L. Brakey,66
Piscataquis,Wellington,U.S. Senate,,REP,Eric L. Brakey,31
Piscataquis,Willimantic,U.S. Senate,,REP,Eric L. Brakey,46
Sagadahoc,Arrowsic,U.S. Senate,,REP,Eric L. Brakey,66
Sagadahoc,Bath,U.S. Senate,,REP,Eric L. Brakey,960
