county,town,office,district,party,candidate,votes
Cumberland,GRAY,U.S. House,CG 1,REP,Total Ballots Cast,396.0
Cumberland,HARPSWELL,U.S. House,CG 1,REP,"Holbrook, Mark I.",112.0
Cumberland,HARPSWELL,U.S. House,CG 1,REP,"Smith, Ande Allen",64.0
Cumberland,HARPSWELL,U.S. House,CG 1,REP,BLANK,13.0
Cumberland,HARPSWELL,U.S. House,CG 1,REP,Total Ballots Cast,189.0
Cumberland,HARRISON,U.S. House,CG 1,REP,"Holbrook, Mark I.",49.0
Cumberland,HARRISON,U.S. House,CG 1,REP,"Smith, Ande Allen",67.0
Cumberland,HARRISON,U.S. House,CG 1,REP,BLANK,9.0
Cumberland,HARRISON,U.S. House,CG 1,REP,Total Ballots Cast,125.0
Cumberland,LONG ISLAND,U.S. House,CG 1,REP,"Holbrook, Mark I.",1.0
Cumberland,LONG ISLAND,U.S. House,CG 1,REP,"Smith, Ande Allen",7.0
Cumberland,LONG ISLAND,U.S. House,CG 1,REP,BLANK,0.0
Cumberland,LONG ISLAND,U.S. House,CG 1,REP,Total Ballots Cast,8.0
Cumberland,NAPLES,U.S. House,CG 1,REP,"Holbrook, Mark I.",16.0
Cumberland,NAPLES,U.S. House,CG 1,REP,"Smith, Ande Allen",36.0
Cumberland,NAPLES,U.S. House,CG 1,REP,BLANK,4.0
Cumberland,NAPLES,U.S. House,CG 1,REP,Total Ballots Cast,56.0
Cumberland,NEW GLOUCESTER,U.S. House,CG 1,REP,"Holbrook, Mark I.",155.0
Cumberland,NEW GLOUCESTER,U.S. House,CG 1,REP,"Smith, Ande Allen",139.0
Cumberland,NEW GLOUCESTER,U.S. House,CG 1,REP,BLANK,45.0
Cumberland,NEW GLOUCESTER,U.S. House,CG 1,REP,Total Ballots Cast,339.0
Cumberland,NORTH YARMOUTH,U.S. House,CG 1,REP,"Holbrook, Mark I.",46.0
Cumberland,NORTH YARMOUTH,U.S. House,CG 1,REP,"Smith, Ande Allen",384.0
Cumberland,NORTH YARMOUTH,U.S. House,CG 1,REP,BLANK,25.0
Cumberland,NORTH YARMOUTH,U.S. House,CG 1,REP,Total Ballots Cast,455.0
Cumberland,PORTLAND,U.S. House,CG 1,REP,"Holbrook, Mark I.",241.0
Cumberland,PORTLAND,U.S. House,CG 1,REP,"Smith, Ande Allen",380.0
Cumberland,PORTLAND,U.S. House,CG 1,REP,BLANK,34.0
Cumberland,PORTLAND,U.S. House,CG 1,REP,Total Ballots Cast,655.0
Cumberland,POWNAL,U.S. House,CG 1,REP,"Holbrook, Mark I.",15.0
Cumberland,POWNAL,U.S. House,CG 1,REP,"Smith, Ande Allen",57.0
Cumberland,POWNAL,U.S. House,CG 1,REP,BLANK,5.0
Cumberland,POWNAL,U.S. House,CG 1,REP,Total Ballots Cast,77.0
Cumberland,RAYMOND,U.S. House,CG 1,REP,"Holbrook, Mark I.",47.0
Cumberland,RAYMOND,U.S. House,CG 1,REP,"Smith, Ande Allen",86.0
Cumberland,RAYMOND,U.S. House,CG 1,REP,BLANK,11.0
Cumberland,RAYMOND,U.S. House,CG 1,REP,Total Ballots Cast,144.0
Cumberland,SCARBOROUGH,U.S. House,CG 1,REP,"Holbrook, Mark I.",346.0
Cumberland,SCARBOROUGH,U.S. House,CG 1,REP,"Smith, Ande Allen",752.0
Cumberland,SCARBOROUGH,U.S. House,CG 1,REP,BLANK,163.0
Cumberland,SCARBOROUGH,U.S. House,CG 1,REP,Total Ballots Cast,1261.0
Cumberland,SEBAGO,U.S. House,CG 1,REP,"Holbrook, Mark I.",10.0
Cumberland,SEBAGO,U.S. House,CG 1,REP,"Smith, Ande Allen",23.0
Cumberland,SEBAGO,U.S. House,CG 1,REP,BLANK,0.0
Cumberland,SEBAGO,U.S. House,CG 1,REP,Total Ballots Cast,33.0
Cumberland,SOUTH PORTLAND,U.S. House,CG 1,REP,"Holbrook, Mark I.",149.0
Cumberland,SOUTH PORTLAND,U.S. House,CG 1,REP,"Smith, Ande Allen",230.0
Cumberland,SOUTH PORTLAND,U.S. House,CG 1,REP,BLANK,27.0
Cumberland,SOUTH PORTLAND,U.S. House,CG 1,REP,Total Ballots Cast,406.0
Cumberland,STANDISH,U.S. House,CG 1,REP,"Holbrook, Mark I.",127.0
Cumberland,STANDISH,U.S. House,CG 1,REP,"Smith, Ande Allen",192.0
Cumberland,STANDISH,U.S. House,CG 1,REP,BLANK,31.0
Cumberland,STANDISH,U.S. House,CG 1,REP,Total Ballots Cast,350.0
Cumberland,WESTBROOK,U.S. House,CG 1,REP,"Holbrook, Mark I.",139.0
Cumberland,WESTBROOK,U.S. House,CG 1,REP,"Smith, Ande Allen",167.0
Cumberland,WESTBROOK,U.S. House,CG 1,REP,BLANK,14.0
Cumberland,WESTBROOK,U.S. House,CG 1,REP,Total Ballots Cast,320.0
Cumberland,WINDHAM,U.S. House,CG 1,REP,"Holbrook, Mark I.",100.0
Cumberland,WINDHAM,U.S. House,CG 1,REP,"Smith, Ande Allen",216.0
Cumberland,WINDHAM,U.S. House,CG 1,REP,BLANK,17.0
Cumberland,WINDHAM,U.S. House,CG 1,REP,Total Ballots Cast,333.0
Cumberland,YARMOUTH,U.S. House,CG 1,REP,"Holbrook, Mark I.",128.0
Cumberland,YARMOUTH,U.S. House,CG 1,REP,"Smith, Ande Allen",408.0
Cumberland,YARMOUTH,U.S. House,CG 1,REP,BLANK,57.0
Cumberland,YARMOUTH,U.S. House,CG 1,REP,Total Ballots Cast,593.0
Kennebec,AUGUSTA,U.S. House,CG 1,REP,"Holbrook, Mark I.",184.0
Kennebec,AUGUSTA,U.S. House,CG 1,REP,"Smith, Ande Allen",164.0
Kennebec,AUGUSTA,U.S. House,CG 1,REP,BLANK,31.0
Kennebec,AUGUSTA,U.S. House,CG 1,REP,Total Ballots Cast,379.0
Kennebec,CHELSEA,U.S. House,CG 1,REP,"Holbrook, Mark I.",47.0
Kennebec,CHELSEA,U.S. House,CG 1,REP,"Smith, Ande Allen",26.0
Kennebec,CHELSEA,U.S. House,CG 1,REP,BLANK,9.0
Kennebec,CHELSEA,U.S. House,CG 1,REP,Total Ballots Cast,82.0
Kennebec,CHINA,U.S. House,CG 1,REP,"Holbrook, Mark I.",50.0
Kennebec,CHINA,U.S. House,CG 1,REP,"Smith, Ande Allen",32.0
Kennebec,CHINA,U.S. House,CG 1,REP,BLANK,3.0
Kennebec,CHINA,U.S. House,CG 1,REP,Total Ballots Cast,85.0
Kennebec,FARMINGDALE,U.S. House,CG 1,REP,"Holbrook, Mark I.",64.0
Kennebec,FARMINGDALE,U.S. House,CG 1,REP,"Smith, Ande Allen",36.0
Kennebec,FARMINGDALE,U.S. House,CG 1,REP,BLANK,7.0
Kennebec,FARMINGDALE,U.S. House,CG 1,REP,Total Ballots Cast,107.0
Kennebec,HALLOWELL,U.S. House,CG 1,REP,"Holbrook, Mark I.",50.0
Kennebec,HALLOWELL,U.S. House,CG 1,REP,"Smith, Ande Allen",38.0
Kennebec,HALLOWELL,U.S. House,CG 1,REP,BLANK,9.0
Kennebec,HALLOWELL,U.S. House,CG 1,REP,Total Ballots Cast,97.0
Kennebec,MANCHESTER,U.S. House,CG 1,REP,"Holbrook, Mark I.",72.0
Kennebec,MANCHESTER,U.S. House,CG 1,REP,"Smith, Ande Allen",60.0
Kennebec,MANCHESTER,U.S. House,CG 1,REP,BLANK,16.0
Kennebec,MANCHESTER,U.S. House,CG 1,REP,Total Ballots Cast,148.0
Kennebec,PITTSTON,U.S. House,CG 1,REP,"Holbrook, Mark I.",65.0
Kennebec,PITTSTON,U.S. House,CG 1,REP,"Smith, Ande Allen",33.0
Kennebec,PITTSTON,U.S. House,CG 1,REP,BLANK,9.0
Kennebec,PITTSTON,U.S. House,CG 1,REP,Total Ballots Cast,107.0
Kennebec,READFIELD,U.S. House,CG 1,REP,"Holbrook, Mark I.",112.0
Kennebec,READFIELD,U.S. House,CG 1,REP,"Smith, Ande Allen",45.0
Kennebec,READFIELD,U.S. House,CG 1,REP,BLANK,26.0
Kennebec,READFIELD,U.S. House,CG 1,REP,Total Ballots Cast,183.0
Kennebec,VASSALBORO,U.S. House,CG 1,REP,"Holbrook, Mark I.",39.0
Kennebec,VASSALBORO,U.S. House,CG 1,REP,"Smith, Ande Allen",25.0
Kennebec,VASSALBORO,U.S. House,CG 1,REP,BLANK,8.0
Kennebec,VASSALBORO,U.S. House,CG 1,REP,Total Ballots Cast,72.0
Kennebec,WATERVILLE,U.S. House,CG 1,REP,"Holbrook, Mark I.",61.0
Kennebec,WATERVILLE,U.S. House,CG 1,REP,"Smith, Ande Allen",72.0
Kennebec,WATERVILLE,U.S. House,CG 1,REP,BLANK,4.0
Kennebec,WATERVILLE,U.S. House,CG 1,REP,Total Ballots Cast,137.0
Kennebec,WINDSOR,U.S. House,CG 1,REP,"Holbrook, Mark I.",69.0
Kennebec,WINDSOR,U.S. House,CG 1,REP,"Smith, Ande Allen",24.0
Kennebec,WINDSOR,U.S. House,CG 1,REP,BLANK,16.0
Kennebec,WINDSOR,U.S. House,CG 1,REP,Total Ballots Cast,109.0
Kennebec,WINSLOW,U.S. House,CG 1,REP,"Holbrook, Mark I.",34.0
Kennebec,WINSLOW,U.S. House,CG 1,REP,"Smith, Ande Allen",69.0
Kennebec,WINSLOW,U.S. House,CG 1,REP,BLANK,5.0
Kennebec,WINSLOW,U.S. House,CG 1,REP,Total Ballots Cast,108.0
Kennebec,WINTHROP,U.S. House,CG 1,REP,"Holbrook, Mark I.",170.0
Kennebec,WINTHROP,U.S. House,CG 1,REP,"Smith, Ande Allen",94.0
Kennebec,WINTHROP,U.S. House,CG 1,REP,BLANK,27.0
Kennebec,WINTHROP,U.S. House,CG 1,REP,Total Ballots Cast,291.0
Knox,APPLETON,U.S. House,CG 1,REP,"Holbrook, Mark I.",48.0
Knox,APPLETON,U.S. House,CG 1,REP,"Smith, Ande Allen",21.0
Knox,APPLETON,U.S. House,CG 1,REP,BLANK,18.0
Knox,APPLETON,U.S. House,CG 1,REP,Total Ballots Cast,87.0
Knox,CAMDEN,U.S. House,CG 1,REP,"Holbrook, Mark I.",141.0
Knox,CAMDEN,U.S. House,CG 1,REP,"Smith, Ande Allen",65.0
Knox,CAMDEN,U.S. House,CG 1,REP,BLANK,27.0
Knox,CAMDEN,U.S. House,CG 1,REP,Total Ballots Cast,233.0
Knox,CUSHING,U.S. House,CG 1,REP,"Holbrook, Mark I.",31.0
Knox,CUSHING,U.S. House,CG 1,REP,"Smith, Ande Allen",16.0
Knox,CUSHING,U.S. House,CG 1,REP,BLANK,4.0
Knox,CUSHING,U.S. House,CG 1,REP,Total Ballots Cast,51.0
Knox,FRIENDSHIP,U.S. House,CG 1,REP,"Holbrook, Mark I.",54.0
Knox,FRIENDSHIP,U.S. House,CG 1,REP,"Smith, Ande Allen",17.0
Knox,FRIENDSHIP,U.S. House,CG 1,REP,BLANK,15.0
Knox,FRIENDSHIP,U.S. House,CG 1,REP,Total Ballots Cast,86.0
Knox,HOPE,U.S. House,CG 1,REP,"Holbrook, Mark I.",51.0
Knox,HOPE,U.S. House,CG 1,REP,"Smith, Ande Allen",22.0
Knox,HOPE,U.S. House,CG 1,REP,BLANK,7.0
Knox,HOPE,U.S. House,CG 1,REP,Total Ballots Cast,80.0
Knox,ISLE AU HAUT,U.S. House,CG 1,REP,"Holbrook, Mark I.",0.0
Knox,ISLE AU HAUT,U.S. House,CG 1,REP,"Smith, Ande Allen",3.0
Knox,ISLE AU HAUT,U.S. House,CG 1,REP,BLANK,0.0
Knox,ISLE AU HAUT,U.S. House,CG 1,REP,Total Ballots Cast,3.0
Knox,MATINICUS ISLE PLT,U.S. House,CG 1,REP,"Holbrook, Mark I.",1.0
Knox,MATINICUS ISLE PLT,U.S. House,CG 1,REP,"Smith, Ande Allen",1.0
Knox,MATINICUS ISLE PLT,U.S. House,CG 1,REP,BLANK,1.0
Knox,MATINICUS ISLE PLT,U.S. House,CG 1,REP,Total Ballots Cast,3.0
Knox,NORTH HAVEN,U.S. House,CG 1,REP,"Holbrook, Mark I.",0.0
Knox,NORTH HAVEN,U.S. House,CG 1,REP,"Smith, Ande Allen",4.0
Knox,NORTH HAVEN,U.S. House,CG 1,REP,BLANK,0.0
Knox,NORTH HAVEN,U.S. House,CG 1,REP,Total Ballots Cast,4.0
Knox,OWLS HEAD,U.S. House,CG 1,REP,"Holbrook, Mark I.",21.0
Knox,OWLS HEAD,U.S. House,CG 1,REP,"Smith, Ande Allen",13.0
Knox,OWLS HEAD,U.S. House,CG 1,REP,BLANK,6.0
Knox,OWLS HEAD,U.S. House,CG 1,REP,Total Ballots Cast,40.0
Knox,ROCKLAND,U.S. House,CG 1,REP,"Holbrook, Mark I.",80.0
Knox,ROCKLAND,U.S. House,CG 1,REP,"Smith, Ande Allen",55.0
Knox,ROCKLAND,U.S. House,CG 1,REP,BLANK,29.0
Knox,ROCKLAND,U.S. House,CG 1,REP,Total Ballots Cast,164.0
Knox,ROCKPORT,U.S. House,CG 1,REP,"Holbrook, Mark I.",118.0
Knox,ROCKPORT,U.S. House,CG 1,REP,"Smith, Ande Allen",67.0
Knox,ROCKPORT,U.S. House,CG 1,REP,BLANK,28.0
Knox,ROCKPORT,U.S. House,CG 1,REP,Total Ballots Cast,213.0
Knox,SAINT GEORGE,U.S. House,CG 1,REP,"Holbrook, Mark I.",60.0
Knox,SAINT GEORGE,U.S. House,CG 1,REP,"Smith, Ande Allen",19.0
Knox,SAINT GEORGE,U.S. House,CG 1,REP,BLANK,12.0
Knox,SAINT GEORGE,U.S. House,CG 1,REP,Total Ballots Cast,91.0
Knox,SOUTH THOMASTON,U.S. House,CG 1,REP,"Holbrook, Mark I.",34.0
Knox,SOUTH THOMASTON,U.S. House,CG 1,REP,"Smith, Ande Allen",16.0
Knox,SOUTH THOMASTON,U.S. House,CG 1,REP,BLANK,3.0
Knox,SOUTH THOMASTON,U.S. House,CG 1,REP,Total Ballots Cast,53.0
Knox,THOMASTON,U.S. House,CG 1,REP,"Holbrook, Mark I.",63.0
Knox,THOMASTON,U.S. House,CG 1,REP,"Smith, Ande Allen",33.0
Knox,THOMASTON,U.S. House,CG 1,REP,BLANK,14.0
Knox,THOMASTON,U.S. House,CG 1,REP,Total Ballots Cast,110.0
Knox,UNION,U.S. House,CG 1,REP,"Holbrook, Mark I.",75.0
Knox,UNION,U.S. House,CG 1,REP,"Smith, Ande Allen",38.0
Knox,UNION,U.S. House,CG 1,REP,BLANK,19.0
Knox,UNION,U.S. House,CG 1,REP,Total Ballots Cast,132.0
Knox,VINALHAVEN,U.S. House,CG 1,REP,"Holbrook, Mark I.",23.0
Knox,VINALHAVEN,U.S. House,CG 1,REP,"Smith, Ande Allen",6.0
Knox,VINALHAVEN,U.S. House,CG 1,REP,BLANK,7.0
Knox,VINALHAVEN,U.S. House,CG 1,REP,Total Ballots Cast,36.0
Knox,WARREN,U.S. House,CG 1,REP,"Holbrook, Mark I.",131.0
Knox,WARREN,U.S. House,CG 1,REP,"Smith, Ande Allen",40.0
Knox,WARREN,U.S. House,CG 1,REP,BLANK,27.0
Knox,WARREN,U.S. House,CG 1,REP,Total Ballots Cast,198.0
Knox,WASHINGTON,U.S. House,CG 1,REP,"Holbrook, Mark I.",28.0
Knox,WASHINGTON,U.S. House,CG 1,REP,"Smith, Ande Allen",15.0
Knox,WASHINGTON,U.S. House,CG 1,REP,BLANK,4.0
Knox,WASHINGTON,U.S. House,CG 1,REP,Total Ballots Cast,47.0
Lincoln,ALNA,U.S. House,CG 1,REP,"Holbrook, Mark I.",12.0
Lincoln,ALNA,U.S. House,CG 1,REP,"Smith, Ande Allen",3.0
Lincoln,ALNA,U.S. House,CG 1,REP,BLANK,1.0
Lincoln,ALNA,U.S. House,CG 1,REP,Total Ballots Cast,16.0
Lincoln,BOOTHBAY,U.S. House,CG 1,REP,"Holbrook, Mark I.",33.0
Lincoln,BOOTHBAY,U.S. House,CG 1,REP,"Smith, Ande Allen",32.0
Lincoln,BOOTHBAY,U.S. House,CG 1,REP,BLANK,5.0
Lincoln,BOOTHBAY,U.S. House,CG 1,REP,Total Ballots Cast,70.0
Lincoln,BOOTHBAY HARBOR,U.S. House,CG 1,REP,"Holbrook, Mark I.",24.0
Lincoln,BOOTHBAY HARBOR,U.S. House,CG 1,REP,"Smith, Ande Allen",28.0
Lincoln,BOOTHBAY HARBOR,U.S. House,CG 1,REP,BLANK,10.0
Lincoln,BOOTHBAY HARBOR,U.S. House,CG 1,REP,Total Ballots Cast,62.0
Lincoln,BREMEN,U.S. House,CG 1,REP,"Holbrook, Mark I.",13.0
Lincoln,BREMEN,U.S. House,CG 1,REP,"Smith, Ande Allen",14.0
Lincoln,BREMEN,U.S. House,CG 1,REP,BLANK,1.0
Lincoln,BREMEN,U.S. House,CG 1,REP,Total Ballots Cast,28.0
Lincoln,BRISTOL,U.S. House,CG 1,REP,"Holbrook, Mark I.",50.0
Lincoln,BRISTOL,U.S. House,CG 1,REP,"Smith, Ande Allen",36.0
Lincoln,BRISTOL,U.S. House,CG 1,REP,BLANK,10.0
Lincoln,BRISTOL,U.S. House,CG 1,REP,Total Ballots Cast,96.0
Lincoln,DAMARISCOTTA,U.S. House,CG 1,REP,"Holbrook, Mark I.",37.0
Lincoln,DAMARISCOTTA,U.S. House,CG 1,REP,"Smith, Ande Allen",26.0
Lincoln,DAMARISCOTTA,U.S. House,CG 1,REP,BLANK,9.0
Lincoln,DAMARISCOTTA,U.S. House,CG 1,REP,Total Ballots Cast,72.0
Lincoln,DRESDEN,U.S. House,CG 1,REP,"Holbrook, Mark I.",66.0
Lincoln,DRESDEN,U.S. House,CG 1,REP,"Smith, Ande Allen",50.0
Lincoln,DRESDEN,U.S. House,CG 1,REP,BLANK,11.0
Lincoln,DRESDEN,U.S. House,CG 1,REP,Total Ballots Cast,127.0
Lincoln,EDGECOMB,U.S. House,CG 1,REP,"Holbrook, Mark I.",10.0
Lincoln,EDGECOMB,U.S. House,CG 1,REP,"Smith, Ande Allen",9.0
Lincoln,EDGECOMB,U.S. House,CG 1,REP,BLANK,4.0
Lincoln,EDGECOMB,U.S. House,CG 1,REP,Total Ballots Cast,23.0
Lincoln,JEFFERSON,U.S. House,CG 1,REP,"Holbrook, Mark I.",68.0
Lincoln,JEFFERSON,U.S. House,CG 1,REP,"Smith, Ande Allen",57.0
Lincoln,JEFFERSON,U.S. House,CG 1,REP,BLANK,11.0
Lincoln,JEFFERSON,U.S. House,CG 1,REP,Total Ballots Cast,136.0
Lincoln,MONHEGAN ISLAND PLT,U.S. House,CG 1,REP,"Holbrook, Mark I.",1.0
Lincoln,MONHEGAN ISLAND PLT,U.S. House,CG 1,REP,"Smith, Ande Allen",0.0
Lincoln,MONHEGAN ISLAND PLT,U.S. House,CG 1,REP,BLANK,1.0
Lincoln,MONHEGAN ISLAND PLT,U.S. House,CG 1,REP,Total Ballots Cast,2.0
Lincoln,NEWCASTLE,U.S. House,CG 1,REP,"Holbrook, Mark I.",29.0
Lincoln,NEWCASTLE,U.S. House,CG 1,REP,"Smith, Ande Allen",29.0
Lincoln,NEWCASTLE,U.S. House,CG 1,REP,BLANK,8.0
Lincoln,NEWCASTLE,U.S. House,CG 1,REP,Total Ballots Cast,66.0
Lincoln,NOBLEBORO,U.S. House,CG 1,REP,"Holbrook, Mark I.",35.0
Lincoln,NOBLEBORO,U.S. House,CG 1,REP,"Smith, Ande Allen",31.0
Lincoln,NOBLEBORO,U.S. House,CG 1,REP,BLANK,1.0
Lincoln,NOBLEBORO,U.S. House,CG 1,REP,Total Ballots Cast,67.0
Lincoln,SOMERVILLE,U.S. House,CG 1,REP,"Holbrook, Mark I.",12.0
Lincoln,SOMERVILLE,U.S. House,CG 1,REP,"Smith, Ande Allen",11.0
Lincoln,SOMERVILLE,U.S. House,CG 1,REP,BLANK,5.0
Lincoln,SOMERVILLE,U.S. House,CG 1,REP,Total Ballots Cast,28.0
Lincoln,SOUTH BRISTOL,U.S. House,CG 1,REP,"Holbrook, Mark I.",15.0
Lincoln,SOUTH BRISTOL,U.S. House,CG 1,REP,"Smith, Ande Allen",13.0
Lincoln,SOUTH BRISTOL,U.S. House,CG 1,REP,BLANK,3.0
Lincoln,SOUTH BRISTOL,U.S. House,CG 1,REP,Total Ballots Cast,31.0
Lincoln,SOUTHPORT,U.S. House,CG 1,REP,"Holbrook, Mark I.",20.0
Lincoln,SOUTHPORT,U.S. House,CG 1,REP,"Smith, Ande Allen",19.0
Lincoln,SOUTHPORT,U.S. House,CG 1,REP,BLANK,3.0
Lincoln,SOUTHPORT,U.S. House,CG 1,REP,Total Ballots Cast,42.0
Lincoln,WALDOBORO,U.S. House,CG 1,REP,"Holbrook, Mark I.",193.0
Lincoln,WALDOBORO,U.S. House,CG 1,REP,"Smith, Ande Allen",78.0
Lincoln,WALDOBORO,U.S. House,CG 1,REP,BLANK,50.0
Lincoln,WALDOBORO,U.S. House,CG 1,REP,Total Ballots Cast,321.0
Lincoln,WESTPORT ISLAND,U.S. House,CG 1,REP,"Holbrook, Mark I.",53.0
Lincoln,WESTPORT ISLAND,U.S. House,CG 1,REP,"Smith, Ande Allen",26.0
Lincoln,WESTPORT ISLAND,U.S. House,CG 1,REP,BLANK,4.0
Lincoln,WESTPORT ISLAND,U.S. House,CG 1,REP,Total Ballots Cast,83.0
Lincoln,WHITEFIELD,U.S. House,CG 1,REP,"Holbrook, Mark I.",67.0
Lincoln,WHITEFIELD,U.S. House,CG 1,REP,"Smith, Ande Allen",24.0
Lincoln,WHITEFIELD,U.S. House,CG 1,REP,BLANK,14.0
Lincoln,WHITEFIELD,U.S. House,CG 1,REP,Total Ballots Cast,105.0
Lincoln,WISCASSET,U.S. House,CG 1,REP,"Holbrook, Mark I.",169.0
Lincoln,WISCASSET,U.S. House,CG 1,REP,"Smith, Ande Allen",79.0
Lincoln,WISCASSET,U.S. House,CG 1,REP,BLANK,43.0
Lincoln,WISCASSET,U.S. House,CG 1,REP,Total Ballots Cast,291.0
Sagadahoc,ARROWSIC,U.S. House,CG 1,REP,"Holbrook, Mark I.",15.0
Sagadahoc,ARROWSIC,U.S. House,CG 1,REP,"Smith, Ande Allen",8.0
Sagadahoc,ARROWSIC,U.S. House,CG 1,REP,BLANK,3.0
Sagadahoc,ARROWSIC,U.S. House,CG 1,REP,Total Ballots Cast,26.0
Sagadahoc,BATH,U.S. House,CG 1,REP,"Holbrook, Mark I.",180.0
Sagadahoc,BATH,U.S. House,CG 1,REP,"Smith, Ande Allen",82.0
Sagadahoc,BATH,U.S. House,CG 1,REP,BLANK,13.0
Sagadahoc,BATH,U.S. House,CG 1,REP,Total Ballots Cast,275.0
Sagadahoc,BOWDOIN,U.S. House,CG 1,REP,"Holbrook, Mark I.",125.0
Sagadahoc,BOWDOIN,U.S. House,CG 1,REP,"Smith, Ande Allen",50.0
Sagadahoc,BOWDOIN,U.S. House,CG 1,REP,BLANK,15.0
Sagadahoc,BOWDOIN,U.S. House,CG 1,REP,Total Ballots Cast,190.0
Sagadahoc,BOWDOINHAM,U.S. House,CG 1,REP,"Holbrook, Mark I.",76.0
Sagadahoc,BOWDOINHAM,U.S. House,CG 1,REP,"Smith, Ande Allen",50.0
Sagadahoc,BOWDOINHAM,U.S. House,CG 1,REP,BLANK,11.0
Sagadahoc,BOWDOINHAM,U.S. House,CG 1,REP,Total Ballots Cast,137.0
Sagadahoc,GEORGETOWN,U.S. House,CG 1,REP,"Holbrook, Mark I.",98.0
Sagadahoc,GEORGETOWN,U.S. House,CG 1,REP,"Smith, Ande Allen",28.0
Sagadahoc,GEORGETOWN,U.S. House,CG 1,REP,BLANK,13.0
Sagadahoc,GEORGETOWN,U.S. House,CG 1,REP,Total Ballots Cast,139.0
